"Pais","Codigo.Pais","Indicador","X1960","X1961","X1962","X1963","X1964","X1965","X1966","X1967","X1968","X1969","X1970","X1971","X1972","X1973","X1974","X1975","X1976","X1977","X1978","X1979","X1980","X1981","X1982","X1983","X1984","X1985","X1986","X1987","X1988","X1989","X1990","X1991","X1992","X1993","X1994","X1995","X1996","X1997","X1998","X1999","X2000","X2001","X2002","X2003","X2004","X2005","X2006","X2007","X2008","X2009","X2010","X2011","X2012","X2013","X2014","X2015","X2016","X2017","X2018","X"
"Arab World","ARB","Superficie forestal (% de la superficie terrestre)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.73263354582837,1.727573625687,1.7225115704725,1.71745170279595,1.71239272282848,1.70733281169286,1.70227379060056,1.69721392054734,1.69215494295654,1.68709596294663,1.68203605181101,1.6830756474866,1.68411431098076,1.68517996282904,1.68622014375117,1.68725825529459,1.6935766543865,1.6999018407442,1.70622771023546,1.71293857999999,1.71926949989235,1.71311268730216,1.70695703393974,1.70083006507352,1.6946746158859,1.68851740785711,1.68236125592314,NA,NA,NA
"Arab World","ARB","Consumo de energía renovable (% del consumo total de energía final)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.34435776652672,7.28409276608488,6.91296591032379,6.73779348608348,6.9141917769377,6.81791104310675,6.80520668005432,6.84393808282191,6.75747333217786,6.74410045580623,6.60961837893085,6.42821621818073,6.28043705639423,6.38194815786098,6.71828670085492,6.37120528484602,6.18054287834255,5.60093286542519,5.15366900186311,5.04951651381919,4.83953384252023,4.6971295921337,4.16704503078223,4.22617691236642,4.17001746695178,4.09403656576612,NA,NA,NA,NA
"United Arab Emirates","ARE","Superficie forestal (% de la superficie terrestre)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.44973246972684,3.54125598422979,3.63277949873275,3.72430301323571,3.81582652773867,3.90735004224162,3.99887355674458,4.09039707124754,4.18192058575049,4.27344410025345,4.36496761475641,4.37059974509271,4.37623187542902,4.38186443546932,4.38749656580563,4.39312869614193,4.40805403489994,4.42297937365796,4.43790471241595,4.45283005117397,4.46775538993198,4.48268072868999,4.49760649715198,4.51253183591,4.52745717466801,4.54238251342602,4.55730785218402,NA,NA,NA
"United Arab Emirates","ARE","Consumo de energía renovable (% del consumo total de energía final)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0.188369132808218,0.150356176516817,0.120145339503671,0.112604485546437,0.0803323472677077,0.0763556592072081,0.072469920617531,0.0716485511532455,0.0763771733711794,0.0647058560876203,0.0666075450809783,0.0663605334452504,0.100562138492641,0.105394829191864,0.117608668041113,0.114585956756391,0.11034311508842,0.106410817984732,0.108121924887818,0.108040122630895,0.104984898038094,0.11177080546719,0.145671401398313,0.137108046073838,NA,NA,NA,NA
"Argentina","ARG","Superficie forestal (% de la superficie terrestre)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.7135335021504,12.6063599526253,12.4991864031001,12.3920142809379,12.2848407314128,12.1776671818876,12.0704936323625,11.9633207965188,11.8561472469936,11.74897441115,11.6418008616248,11.5194630077758,11.3971258676083,11.2747880137593,11.1524508735918,11.0301130197428,10.9139142540807,10.7977154884185,10.6815167227563,10.5653179570942,10.449119191432,10.3406667246747,10.2322149715989,10.1237625048416,10.0153107517658,9.90685828500853,9.79840581825125,NA,NA,NA
"Argentina","ARG","Consumo de energía renovable (% del consumo total de energía final)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.92290746696394,8.7481843073882,9.47164961562942,10.1283424369342,10.7349093475441,11.2051846343744,10.1938555855904,10.9990733955932,11.343009140403,10.3061733856805,11.0779551321774,13.0403729383893,13.2879781249634,12.5181285653079,8.34804553441832,8.95760175539457,10.1878410784258,8.88764897855596,7.60968712045958,8.57406117511144,8.96144595214523,10.1168467244514,9.86670170197468,10.2103228997482,10.9019579336328,10.040077613914,NA,NA,NA,NA
"Armenia","ARM","Superficie forestal (% de la superficie terrestre)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.7667720407446,11.7527221636811,11.7527223780652,11.7456970107652,11.7386727153857,11.7316473480857,11.7246219807857,11.7175976854063,11.7105723181062,11.7035480227268,11.6965226554268,11.6894972881268,11.6824729927473,11.6754476254473,11.6684233300678,11.6613979627678,11.6543725954678,11.6473483000884,11.6403229327883,11.6332986374089,11.6262732701089,11.6332986374089,11.6403229327883,11.6473483000884,11.6543725954678,11.6613979627678,11.6684233300678,NA,NA,NA
"Armenia","ARM","Consumo de energía renovable (% del consumo total de energía final)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.11894434058036,2.30943580318704,6.6776789414769,12.9368336783239,17.7636534122784,9.27435270712397,12.4733043728429,10.1201143904778,9.38056341350592,8.35879537917464,7.16426350401004,5.41911266070411,8.89936675468388,9.81161468294329,8.70790013353829,6.4911737973979,7.65283533358519,7.01726248020608,6.4051674924082,7.80055609506316,9.35981700562644,8.00961530742766,6.56571131176592,6.7712176363861,7.72473444046229,15.7920038357833,NA,NA,NA,NA
"American Samoa","ASM","Superficie forestal (% de la superficie terrestre)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,91.949996948242,91.7500019073485,91.599998474121,91.4500045776365,91.25,91.0999965667725,90.950002670288,90.7499980926515,90.600004196167,90.3999996185305,90.2499961853025,90.1000022888185,89.8999977111815,89.7500038146975,89.5499992370605,89.399995803833,89.2500019073485,89.049997329712,88.9000034332275,88.75,88.5499954223635,88.400001525879,88.199996948242,88.050003051758,87.8999996185305,87.7000045776365,87.5,NA,NA,NA
"American Samoa","ASM","Consumo de energía renovable (% del consumo total de energía final)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.702426574005129,0.70314054045633,0.700882415260351,0.885478201974834,NA,NA,NA,NA
